step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
910.0,19,538.0,13.121951219512194,5.9961368188799815,19,1042.0,0.21733748861672164,19,1042.0
915.0,24,647.0,17.97222222222222,4.214740754362009,24,1151.0,0.18088038579526827,24,1151.0
920.0,24,767.0,20.72972972972973,4.03049510102409,24,1271.0,0.18834987163007738,24,1271.0
925.0,24,887.0,24.63888888888889,3.657396117482045,24,1391.0,0.19570560965298409,24,1391.0
930.0,20,919.0,23.564102564102566,4.129236665367799,20,1458.0,0.24688013054166777,20,1458.0
935.0,23,1030.0,28.61111111111111,3.99601448533068,23,1534.0,0.175182291497936,23,1534.0
940.0,20,757.0,15.770833333333334,5.224537371357222,20,1343.0,0.2889611116709423,20,1343.0
945.0,14,285.0,6.4772727272727275,5.597409801981201,14,967.0,0.29339886985290686,14,967.0
950.0,12,194.0,4.041666666666667,5.247305871835349,12,807.0,0.2542304493084531,12,807.0
955.0,15,235.0,5.595238095238095,4.716977362612694,15,825.0,0.22366490633480685,15,825.0
960.0,22,330.0,7.5,5.4750105117143,22,893.0,0.21475000282404455,22,893.0
965.0,23,243.0,5.651162790697675,4.96453451940264,23,835.0,0.19685705322105804,23,835.0
970.0,24,363.0,8.853658536585366,4.060986214196677,24,926.0,0.1617126070848654,24,926.0
975.0,24,451.0,10.25,4.302809703092534,24,1039.0,0.2324909106603234,24,1039.0
980.0,22,555.0,12.613636363636363,4.76099345185489,22,1124.0,0.27454537658865935,22,1124.0
985.0,24,473.0,10.282608695652174,4.213500949461559,24,1153.0,0.17836247266670371,24,1153.0
990.0,23,556.0,12.08695652173913,4.940740184552978,23,1154.0,0.23901864717105906,23,1154.0
995.0,21,422.0,9.813953488372093,4.003510358188542,21,977.0,0.15139015265367203,21,977.0
1000.0,17,177.0,3.847826086956522,5.138477488331896,17,656.0,0.22734369776973368,17,656.0
1005.0,13,90.0,2.1951219512195124,4.937489038821566,13,688.0,0.24712103376097977,13,688.0
1010.0,15,91.0,1.9361702127659575,5.720374668708932,15,682.0,0.3206602800938746,15,682.0
1015.0,18,178.0,3.869565217391304,7.120560082212604,18,714.0,0.39986506176110925,18,714.0
1020.0,17,159.0,3.533333333333333,4.443416055230245,17,750.0,0.18165615870150026,17,750.0
1025.0,26,274.0,6.2272727272727275,4.560317417729414,26,805.0,0.1928027316900009,26,805.0
1030.0,23,263.0,6.116279069767442,4.136777551130172,23,735.0,0.1592834112662879,23,735.0
1035.0,17,174.0,4.046511627906977,5.2506282498183525,17,512.0,0.2459194029847462,17,512.0
1040.0,15,149.0,3.5476190476190474,5.0713375097855655,15,429.0,0.2098317421386663,15,429.0
1045.0,13,117.0,2.659090909090909,6.180187237122113,13,408.0,0.2940086401582746,13,408.0
1050.0,15,183.0,4.357142857142857,6.8616352384484625,15,419.0,0.32899026742634024,15,419.0
1055.0,15,258.0,6.2926829268292686,6.421654900895226,15,467.0,0.25865443021283013,15,467.0
1060.0,21,352.0,9.263157894736842,5.717119585903374,21,561.0,0.21108422668463706,21,561.0
1065.0,15,307.0,8.297297297297296,4.442284909832264,15,589.0,0.2023276166869832,15,589.0
1070.0,18,380.0,11.515151515151516,5.024914688978825,18,597.0,0.2551386632280513,18,597.0
1075.0,16,442.0,11.945945945945946,5.197827236418549,16,660.0,0.22878278196086005,16,660.0
1080.0,16,522.0,15.818181818181818,5.089995672268322,16,730.0,0.19411733483954383,16,730.0
1085.0,18,610.0,14.523809523809524,7.009986596781651,18,818.0,0.35911959045638475,18,818.0
1090.0,18,700.0,18.42105263157895,5.5375430181763585,18,908.0,0.2734363914781838,18,908.0
1095.0,24,806.0,20.666666666666668,4.226614114365598,24,1014.0,0.16549865801089822,24,1014.0
1100.0,22,769.0,21.36111111111111,4.008786550617166,22,982.0,0.18987287413581783,22,982.0
1105.0,25,882.0,22.05,4.099755895597207,25,1090.0,0.19358209984958574,25,1090.0
1110.0,22,853.0,22.44736842105263,3.7225877232193536,22,1145.0,0.19130421790820132,22,1145.0
1115.0,21,942.0,24.153846153846153,4.402963169482707,21,1162.0,0.2014398338955539,21,1162.0
1120.0,21,593.0,13.477272727272727,5.2731058987973976,21,1033.0,0.25455847711945623,21,1033.0
1125.0,14,141.0,3.2045454545454546,5.135843807369285,14,707.0,0.2310162934100203,14,707.0
1130.0,13,93.0,2.1627906976744184,5.4280199425769435,13,556.0,0.24549231997598156,13,556.0
1135.0,11,86.0,2.0,5.458033140178173,11,538.0,0.24249804193730753,11,538.0
1140.0,17,163.0,4.17948717948718,5.74649311882902,17,557.0,0.1779829932567456,17,557.0
1145.0,19,258.0,6.2926829268292686,6.92929218175894,19,650.0,0.2993323735896598,19,650.0
1150.0,15,206.0,5.885714285714286,5.457194370241617,15,670.0,0.21432218176020146,15,670.0
1155.0,15,267.0,6.512195121951219,6.796510366950999,15,663.0,0.3934952772713716,15,663.0
1160.0,13,181.0,4.641025641025641,6.79084191475373,13,540.0,0.3886344135360637,13,540.0
1165.0,7,74.0,1.7619047619047619,6.25462245353386,7,228.0,0.27935463310424935,7,228.0
1170.0,11,48.0,1.2972972972972974,6.172682107950445,11,197.0,0.2960626895685203,11,197.0
1175.0,12,81.0,2.25,5.796274049368118,12,197.0,0.24878154930381272,12,197.0
1180.0,15,154.0,4.4,7.296142942931073,15,253.0,0.2890299139335767,15,253.0
1185.0,15,229.0,6.542857142857143,7.35895286410592,15,328.0,0.3276516140545876,15,328.0
1190.0,17,307.0,8.771428571428572,6.729183685803096,17,406.0,0.32535129911092725,17,406.0
1195.0,11,251.0,7.84375,6.062253169716099,11,419.0,0.37391103596797853,11,419.0
1200.0,14,303.0,9.774193548387096,4.838344730887352,14,409.0,0.2143258950943823,14,409.0
1205.0,16,365.0,10.428571428571429,5.634909309238655,16,478.0,0.2697085975343788,16,478.0
1210.0,16,445.0,13.484848484848484,6.343522346585711,16,551.0,0.25722027615969806,16,551.0
1215.0,17,526.0,15.470588235294118,6.15016127491219,17,632.0,0.2652555579088219,17,632.0
1220.0,18,615.0,19.21875,5.648923233295369,18,721.0,0.23168327859828508,18,721.0
1225.0,18,705.0,20.735294117647058,5.7639527189002076,18,811.0,0.3212523274615727,18,811.0
1230.0,18,672.0,17.68421052631579,5.77977053486519,18,778.0,0.3439120943898226,18,778.0
1235.0,20,772.0,22.057142857142857,3.5523746244990813,20,878.0,0.13425090926226987,20,878.0
1240.0,24,876.0,21.9,3.7489401553135564,24,983.0,0.18078276089288892,24,983.0
1245.0,24,996.0,26.91891891891892,4.365154267340043,24,1102.0,0.1763492899472041,24,1102.0
1250.0,20,920.0,21.904761904761905,5.061356211735638,20,1129.0,0.20409938351254478,20,1129.0
1255.0,18,967.0,26.135135135135137,5.515014316226004,18,1085.0,0.20578854454932677,18,1085.0
1260.0,16,530.0,13.947368421052632,4.620885131340672,16,944.0,0.17766504065783303,16,944.0
1265.0,10,72.0,1.7560975609756098,6.780904898607397,10,530.0,0.35363201454647397,10,530.0
1270.0,8,44.0,1.0731707317073171,6.220471453852925,8,455.0,0.3084803664913866,8,455.0
1275.0,13,82.0,2.2162162162162162,5.840308940656087,13,457.0,0.25533144697793975,13,457.0
